City,Brand,Model,Year,Type,Color,Displacement,HP,Fuel type,Mielage,Transmission,Drivetrain,New,Price
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 220,1994,Sedan,Boz,2.2 L,143 a.g.,Dizel,33 333 km,Avtomat,Arxa,Xeyr,7600 AZN
Mingəçevir,Mercedes,C 220,1995,Sedan,Qara,2.2 L,150 a.g.,Benzin,370 666 km,Avtomat,Arxa,Xeyr,7800 AZN
Bakı,Mercedes,C 180,2014,Sedan,Boz,1.8 L,160 a.g.,Benzin,88 000 km,Avtomat,Arxa,Xeyr,37500 $
Masallı,Mercedes,C 240,2001,Sedan,Tünd qırmızı,2.6 L,177 a.g.,Benzin,201 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 220,1998,Sedan,Göy,2.2 L,146 a.g.,Dizel,216 857 km,Avtomat,Arxa,Xeyr,13800 AZN
Sumqayıt,Mercedes,C 220,1998,Sedan,Gümüşü,2.2 L,146 a.g.,Dizel,403 100 km,Avtomat,Arxa,Xeyr,14000 AZN
Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,195 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 180,1995,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,335 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Gəncə,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,320 197 km,Mexaniki,Arxa,Xeyr,8700 AZN
İmişli,Mercedes,C 280,1996,Sedan,Qara,2.8 L,193 a.g.,Benzin,22 400 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 230,1998,Sedan,Ağ,2.3 L,150 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Gəncə,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,168 521 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,163 a.g.,Benzin,341 125 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 200,1997,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,277 000 km,Avtomat,Arxa,Xeyr,8900 AZN
Cəlilabad,Mercedes,C 200,2000,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,281 600 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,180 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,11400 AZN
Bakı,Mercedes,C 200,1998,Universal,Gümüşü,2.0 L,146 a.g.,Benzin,286 500 km,Avtomat,Arxa,Xeyr,10500 AZN
Sumqayıt,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,401 000 km,Mexaniki,Arxa,Xeyr,7800 AZN
Bakı,Mercedes,C 200,1999,Sedan,Yaş Asfalt,2.0 L,136 a.g.,Benzin,182 000 km,Avtomat,Arxa,Xeyr,12600 AZN
Bakı,Mercedes,C 200,1994,Sedan,Qızılı,2.0 L,136 a.g.,Benzin,355 000 km,Avtomat,Arxa,Xeyr,8150 AZN
Bakı,Mercedes,C 220,1999,Universal,Göy,2.2 L,146 a.g.,Dizel,510 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 220,1999,Sedan,Qara,2.2 L,143 a.g.,Dizel,60 000 km,Avtomat,Arxa,Xeyr,12577 AZN
Bakı,Mercedes,C 220,2000,Sedan,Göy,2.2 L,136 a.g.,Dizel,340 000 km,Avtomat,Arxa,Xeyr,13000 AZN
Bakı,Mercedes,C 230,1998,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,213 500 km,Avtomat,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Masallı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,277 000 km,Avtomat,Arxa,Xeyr,11400 AZN
Gəncə,Mercedes,C 240,2000,Sedan,Göy,2.4 L,170 a.g.,Benzin,246 806 km,Mexaniki,Arxa,Xeyr,9900 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,136 a.g.,Benzin,217 945 km,Avtomat,Arxa,Xeyr,13300 AZN
Qax,Mercedes,C 180,1998,Universal,Yaşıl,1.8 L,122 a.g.,Benzin,230 000 km,Mexaniki,Arxa,Xeyr,11500 AZN
Sumqayıt,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,368 000 km,Mexaniki,Arxa,Xeyr,8000 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,257 123 km,Avtomat,Arxa,Xeyr,13400 AZN
Bakı,Mercedes,C 240,2000,Sedan,Gümüşü,2.6 L,177 a.g.,Benzin,248 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 240,2003,Sedan,Qara,2.6 L,177 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 320,2000,Sedan,Bənövşəyi,3.2 L,218 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 240,2000,Sedan,Göy,2.4 L,170 a.g.,Benzin,266 800 km,Avtomat,Arxa,Xeyr,10800 AZN
Ağstafa,Mercedes,C 220,2000,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,250 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Sumqayıt,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,14050 AZN
Bakı,Mercedes,C 220,1998,Sedan,Göy,2.2 L,146 a.g.,Dizel,444 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,205 975 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 180,1996,Sedan,Boz,1.8 L,122 a.g.,Benzin,325 000 km,Avtomat,Arxa,Xeyr,8800 AZN
Sumqayıt,Mercedes,C 180,1994,Sedan,Bənövşəyi,1.8 L,122 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,6300 AZN
Bakı,Mercedes,C 230,1998,Sedan,Ağ,2.3 L,150 a.g.,Benzin,272 000 km,Avtomat,Arxa,Xeyr,10900 AZN
Qusar,Mercedes,C 240,2000,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,207 000 km,Avtomat,Arxa,Xeyr,11300 AZN
Bakı,Mercedes,C 220,1996,Sedan,Qara,2.2 L,146 a.g.,Benzin,255 700 km,Avtomat,Arxa,Xeyr,10500 AZN
